id,sheep.yr,age,surv,wt,wtt1,rec,rec1.wt,rec2.wt,mean.off.mass,pop.size
3056,1994,1,1,11.8,NA,0,NA,NA,NA,435
3056,1995,2,1,NA,NA,0,NA,NA,NA,357
3058,1994,1,1,14,NA,0,NA,NA,NA,435
3059,1994,1,0,12.7,NA,0,NA,NA,NA,435
3060,1994,1,0,15.6,NA,0,NA,NA,NA,435
3062,1994,1,0,13.4,NA,0,NA,NA,NA,435
3065,1994,1,0,12.5,NA,0,NA,NA,NA,435
3066,1994,1,0,NA,NA,0,NA,NA,NA,435
3070,1994,1,0,NA,NA,0,NA,NA,NA,435
3072,1994,1,1,14.1,NA,0,NA,NA,NA,435
3072,1995,2,NA,NA,NA,0,NA,NA,NA,357
3072,1996,3,1,NA,NA,0,NA,NA,NA,575
3076,1994,1,1,13.3,19,0,NA,NA,NA,435
3076,1995,2,1,19,NA,1,NA,NA,NA,357
3076,1996,3,1,NA,21,1,13.5,NA,13.5,575
3077,1994,1,0,14.1,NA,0,NA,NA,NA,435
3080,1994,1,0,NA,NA,0,NA,NA,NA,435
3082,1994,1,0,NA,NA,0,NA,NA,NA,435
3083,1994,1,1,14.2,NA,0,NA,NA,NA,435
3083,1995,2,1,NA,NA,0,NA,NA,NA,357
3085,1994,1,0,13.5,NA,0,NA,NA,NA,435
3086,1994,1,0,10,NA,0,NA,NA,NA,435
3088,1994,1,1,NA,NA,1,NA,NA,NA,435
3088,1995,2,1,NA,19.8,0,NA,NA,NA,357
3088,1996,3,1,19.8,NA,0,NA,NA,NA,575
3090,1994,1,0,13.5,NA,0,NA,NA,NA,435
3096,1994,1,0,9.3,NA,0,NA,NA,NA,435
3097,1994,1,1,14,NA,0,NA,NA,NA,435
3098,1994,1,1,NA,NA,0,NA,NA,NA,435
3100,1994,1,1,NA,NA,0,NA,NA,NA,435
3100,1995,2,1,NA,18.1,0,NA,NA,NA,357
3100,1996,3,1,18.1,NA,0,NA,NA,NA,575
3101,1994,1,1,14,NA,0,NA,NA,NA,435
3104,1994,1,1,NA,NA,0,NA,NA,NA,435
3105,1994,1,0,15,NA,0,NA,NA,NA,435
3111,1994,1,1,16.1,NA,0,NA,NA,NA,435
3111,1995,2,1,NA,21.6,0,NA,NA,NA,357
3111,1996,3,1,21.6,23.3,1,14.2,NA,14.2,575
3114,1994,1,0,NA,NA,0,NA,NA,NA,435
3116,1994,1,1,NA,20.3,0,NA,NA,NA,435
3116,1995,2,1,20.3,21.9,0,NA,NA,NA,357
3116,1996,3,0,21.9,NA,0,NA,NA,NA,575
3118,1994,1,0,NA,NA,0,NA,NA,NA,435
3119,1994,1,1,NA,NA,0,NA,NA,NA,435
3119,1995,2,1,NA,NA,0,NA,NA,NA,357
3121,1994,1,1,NA,NA,0,NA,NA,NA,435
3121,1995,2,1,NA,NA,0,NA,NA,NA,357
3121,1996,3,1,NA,25.2,1,14.9,NA,14.9,575
3126,1994,1,0,7.7,NA,0,NA,NA,NA,435
3127,1994,1,0,12.7,NA,0,NA,NA,NA,435
3129,1994,1,1,13.4,19.1,0,NA,NA,NA,435
3129,1995,2,1,19.1,NA,0,NA,NA,NA,357
3129,1996,3,1,NA,23.5,1,15.6,NA,15.6,575
3130,1994,1,0,13,NA,0,NA,NA,NA,435
3132,1994,1,0,14.7,NA,0,NA,NA,NA,435
3134,1994,1,0,9.7,NA,0,NA,NA,NA,435
3135,1994,1,0,13.6,NA,0,NA,NA,NA,435
3140,1994,1,NA,NA,NA,0,NA,NA,NA,435
3140,1995,2,1,NA,NA,1,NA,NA,NA,357
3140,1996,3,1,NA,NA,0,NA,NA,NA,575
3198,1995,1,1,9.9,11.4,0,NA,NA,NA,357
3198,1996,2,1,11.4,15.6,0,NA,NA,NA,575
3199,1995,1,1,11.2,16.7,0,NA,NA,NA,357
3199,1996,2,1,16.7,19,0,NA,NA,NA,575
3201,1995,1,1,NA,17.4,1,9.7,NA,9.7,357
3201,1996,2,1,17.4,NA,0,NA,NA,NA,575
3202,1995,1,1,14.4,18.5,0,NA,NA,NA,357
3202,1996,2,1,18.5,21.4,0,NA,NA,NA,575
3203,1995,1,1,15,17.6,1,NA,NA,NA,357
3203,1996,2,1,17.6,20.8,0,NA,NA,NA,575
3206,1995,1,1,NA,NA,0,NA,NA,NA,357
3206,1996,2,0,NA,NA,0,NA,NA,NA,575
3209,1995,1,1,NA,17.4,1,9.7,NA,9.7,357
3209,1996,2,1,17.4,NA,0,NA,NA,NA,575
3214,1995,1,1,14.9,18.4,0,NA,NA,NA,357
3214,1996,2,1,18.4,NA,0,NA,NA,NA,575
3220,1995,1,0,12.2,NA,0,NA,NA,NA,357
3221,1995,1,1,13.3,NA,1,NA,NA,NA,357
3221,1996,2,1,NA,23,1,NA,NA,NA,575
3222,1995,1,1,12.6,19.9,0,NA,NA,NA,357
3222,1996,2,1,19.9,23.4,1,15.4,NA,15.4,575
3223,1995,1,1,NA,NA,0,NA,NA,NA,357
3223,1996,2,1,NA,NA,0,NA,NA,NA,575
3224,1995,1,1,9.8,14,0,NA,NA,NA,357
3224,1996,2,1,14,17.5,1,NA,NA,NA,575
3226,1995,1,1,13.5,14.8,1,6.4,NA,6.4,357
3226,1996,2,0,14.8,NA,0,NA,NA,NA,575
3229,1995,1,1,12.8,16.7,0,NA,NA,NA,357
3229,1996,2,1,16.7,NA,0,NA,NA,NA,575
3231,1995,1,0,12.6,NA,0,NA,NA,NA,357
3232,1995,1,1,10.9,NA,0,NA,NA,NA,357
3232,1996,2,1,NA,18.6,1,NA,NA,NA,575
3233,1995,1,1,NA,NA,0,NA,NA,NA,357
3234,1995,1,1,NA,NA,0,NA,NA,NA,357
3234,1996,2,1,NA,NA,0,NA,NA,NA,575
3236,1995,1,1,NA,NA,0,NA,NA,NA,357
3236,1996,2,1,NA,NA,1,10.7,NA,10.7,575
3237,1995,1,1,NA,18.4,1,11.4,NA,11.4,357
3237,1996,2,1,18.4,NA,0,NA,NA,NA,575
3239,1995,1,1,12.2,17.9,1,NA,NA,NA,357
3239,1996,2,1,17.9,20,0,NA,NA,NA,575
3241,1995,1,0,11.2,NA,1,5.5,NA,5.5,357
3242,1995,1,1,10.1,NA,0,NA,NA,NA,357
3242,1996,2,1,NA,NA,0,NA,NA,NA,575
3243,1995,1,0,12.4,NA,1,NA,NA,NA,357
3245,1995,1,1,13.1,NA,1,NA,NA,NA,357
3245,1996,2,0,NA,NA,0,NA,NA,NA,575
3248,1995,1,1,15.2,16.4,1,9.2,NA,9.2,357
3248,1996,2,1,16.4,NA,1,NA,NA,NA,575
3249,1995,1,0,10.6,NA,0,NA,NA,NA,357
3250,1995,1,1,15,18.2,1,7.7,NA,7.7,357
3250,1996,2,1,18.2,22.2,0,NA,NA,NA,575
3255,1995,1,1,13.1,17.1,1,NA,NA,NA,357
3255,1996,2,1,17.1,18,0,NA,NA,NA,575
3258,1995,1,0,12.7,NA,0,NA,NA,NA,357
3259,1995,1,1,17.7,NA,0,NA,NA,NA,357
3259,1996,2,1,NA,NA,0,NA,NA,NA,575
3260,1995,1,1,13.3,16.6,1,10.4,NA,10.4,357
3260,1996,2,1,16.6,19.8,0,NA,NA,NA,575
3263,1995,1,1,NA,NA,0,NA,NA,NA,357
3263,1996,2,1,NA,23.7,1,11.1,NA,11.1,575
3264,1995,1,0,NA,NA,0,NA,NA,NA,357
3265,1995,1,1,9.8,NA,0,NA,NA,NA,357
3265,1996,2,1,NA,20.3,0,NA,NA,NA,575
3269,1995,1,0,9.2,NA,0,NA,NA,NA,357
3272,1995,1,1,12.1,17.5,0,NA,NA,NA,357
3272,1996,2,1,17.5,NA,0,NA,NA,NA,575
3273,1995,1,1,NA,18.7,0,NA,NA,NA,357
3273,1996,2,1,18.7,20.4,0,NA,NA,NA,575
3274,1995,1,1,NA,15.5,0,NA,NA,NA,357
3274,1996,2,1,15.5,NA,0,NA,NA,NA,575
3275,1995,1,1,12.4,16.8,0,NA,NA,NA,357
3275,1996,2,1,16.8,19.1,0,NA,NA,NA,575
3276,1995,1,1,8.5,16,0,NA,NA,NA,357
3276,1996,2,1,16,18.9,1,NA,NA,NA,575
3279,1995,1,1,NA,17.8,0,NA,NA,NA,357
3279,1996,2,1,17.8,18.9,0,NA,NA,NA,575
3280,1995,1,1,15.3,18.1,0,NA,NA,NA,357
3280,1996,2,1,18.1,22.5,0,NA,NA,NA,575
3282,1995,1,1,13.6,18.7,0,NA,NA,NA,357
3282,1996,2,1,18.7,22,0,NA,NA,NA,575
3288,1995,1,1,10.9,NA,0,NA,NA,NA,357
3288,1996,2,NA,NA,NA,0,NA,NA,NA,575
3289,1995,1,1,11.1,16.9,0,NA,NA,NA,357
3289,1996,2,1,16.9,NA,1,NA,NA,NA,575
3291,1995,1,1,14.8,17.7,0,NA,NA,NA,357
3291,1996,2,1,17.7,NA,1,NA,NA,NA,575
3293,1995,1,1,13.9,17.3,1,11,NA,11,357
3293,1996,2,0,17.3,NA,0,NA,NA,NA,575
3297,1995,1,0,11.2,NA,0,NA,NA,NA,357
3298,1995,1,1,12.6,12.6,1,8.9,NA,8.9,357
3298,1996,2,1,12.6,NA,0,NA,NA,NA,575
3299,1995,1,1,13.9,15.3,1,6.6,NA,6.6,357
3299,1996,2,0,15.3,NA,0,NA,NA,NA,575
3300,1995,1,1,9.4,15.1,0,NA,NA,NA,357
3300,1996,2,1,15.1,19.4,0,NA,NA,NA,575
3301,1995,1,1,NA,18.1,0,NA,NA,NA,357
3301,1996,2,1,18.1,21.8,0,NA,NA,NA,575
3303,1995,1,1,NA,17.4,0,NA,NA,NA,357
3303,1996,2,1,17.4,19.8,1,11.1,NA,11.1,575
3305,1995,1,1,8.6,15.3,0,NA,NA,NA,357
3305,1996,2,0,15.3,NA,0,NA,NA,NA,575
3307,1995,1,NA,9.7,15,0,NA,NA,NA,357
3307,1996,2,1,15,17.7,1,NA,NA,NA,575
3309,1995,1,1,9.9,14.8,0,NA,NA,NA,357
3309,1996,2,0,14.8,NA,0,NA,NA,NA,575
3314,1995,1,1,14.8,NA,0,NA,NA,NA,357
3314,1996,2,1,NA,NA,0,NA,NA,NA,575
3315,1995,1,0,9.7,NA,0,NA,NA,NA,357
3316,1995,1,1,11.5,NA,0,NA,NA,NA,357
3316,1996,2,1,NA,NA,0,NA,NA,NA,575
3319,1995,1,1,14.8,18.3,0,NA,NA,NA,357
3319,1996,2,1,18.3,NA,1,NA,NA,NA,575
3324,1995,1,NA,NA,13.5,0,NA,NA,NA,357
3324,1996,2,1,13.5,NA,0,NA,NA,NA,575
3326,1995,1,NA,NA,18.4,0,NA,NA,NA,357
3326,1996,2,1,18.4,21.4,0,NA,NA,NA,575
3328,1995,1,NA,NA,15.8,0,NA,NA,NA,357
3328,1996,2,1,15.8,NA,0,NA,NA,NA,575
3330,1995,1,NA,NA,19.5,0,NA,NA,NA,357
3330,1996,2,1,19.5,NA,0,NA,NA,NA,575
3399,1996,1,0,10.9,NA,0,NA,NA,NA,575
3404,1996,1,1,NA,NA,0,NA,NA,NA,575
3407,1996,1,1,NA,NA,0,NA,NA,NA,575
3409,1996,1,0,9.3,NA,0,NA,NA,NA,575
3413,1996,1,0,NA,NA,0,NA,NA,NA,575
3414,1996,1,1,NA,16.8,0,NA,NA,NA,575
3415,1996,1,1,NA,NA,0,NA,NA,NA,575
3416,1996,1,0,NA,NA,0,NA,NA,NA,575
3420,1996,1,1,15.3,NA,0,NA,NA,NA,575
3425,1996,1,0,16.3,NA,0,NA,NA,NA,575
3428,1996,1,1,13.7,17.8,0,NA,NA,NA,575
3431,1996,1,1,NA,18.2,0,NA,NA,NA,575
3432,1996,1,0,NA,NA,0,NA,NA,NA,575
3433,1996,1,0,NA,NA,0,NA,NA,NA,575
3435,1996,1,0,NA,NA,0,NA,NA,NA,575
3437,1996,1,0,NA,NA,0,NA,NA,NA,575
3438,1996,1,0,13.4,NA,0,NA,NA,NA,575
3440,1996,1,1,NA,NA,0,NA,NA,NA,575
3443,1996,1,1,NA,19.5,0,NA,NA,NA,575
3445,1996,1,1,11.4,NA,0,NA,NA,NA,575
3449,1996,1,0,NA,NA,0,NA,NA,NA,575
3452,1996,1,0,NA,NA,0,NA,NA,NA,575
3462,1996,1,0,11.9,NA,0,NA,NA,NA,575
3464,1996,1,0,13.9,NA,0,NA,NA,NA,575
3465,1996,1,0,5.5,NA,0,NA,NA,NA,575
3466,1996,1,0,11.1,NA,0,NA,NA,NA,575
3467,1996,1,0,11.2,NA,0,NA,NA,NA,575
3468,1996,1,1,13.9,19.7,0,NA,NA,NA,575
3469,1996,1,1,15.9,14.9,0,NA,NA,NA,575
3470,1996,1,0,13.1,NA,0,NA,NA,NA,575
3471,1996,1,1,12.9,15.6,0,NA,NA,NA,575
3472,1996,1,0,13.6,NA,0,NA,NA,NA,575
3473,1996,1,1,12.3,NA,0,NA,NA,NA,575
3474,1996,1,0,10.4,NA,0,NA,NA,NA,575
3476,1996,1,0,12.8,NA,0,NA,NA,NA,575
3478,1996,1,1,14.1,17.6,0,NA,NA,NA,575
3479,1996,1,0,NA,NA,0,NA,NA,NA,575
3480,1996,1,0,14.7,NA,0,NA,NA,NA,575
3481,1996,1,0,7.7,NA,0,NA,NA,NA,575
3484,1996,1,0,14,NA,0,NA,NA,NA,575
3487,1996,1,0,9.7,NA,0,NA,NA,NA,575
3488,1996,1,1,NA,16,0,NA,NA,NA,575
3490,1996,1,1,14.7,18.5,0,NA,NA,NA,575
3491,1996,1,0,14.5,NA,0,NA,NA,NA,575
3492,1996,1,0,12,NA,0,NA,NA,NA,575
3495,1996,1,0,7.7,NA,0,NA,NA,NA,575
3500,1996,1,0,11.9,NA,0,NA,NA,NA,575
3505,1996,1,0,NA,NA,0,NA,NA,NA,575
3506,1996,1,0,6.6,NA,0,NA,NA,NA,575
3511,1996,1,1,6.4,NA,0,NA,NA,NA,575
3513,1996,1,0,NA,NA,0,NA,NA,NA,575
3515,1996,1,0,9.4,NA,0,NA,NA,NA,575
3519,1996,1,0,8.9,NA,0,NA,NA,NA,575
3521,1996,1,0,15,NA,0,NA,NA,NA,575
3522,1996,1,0,14.4,NA,0,NA,NA,NA,575
3523,1996,1,0,9.7,NA,0,NA,NA,NA,575
3524,1996,1,1,NA,14.3,0,NA,NA,NA,575
3526,1996,1,0,NA,NA,0,NA,NA,NA,575
3529,1996,1,0,11,NA,0,NA,NA,NA,575
3533,1996,1,1,18.2,20.8,1,8,NA,8,575
3534,1996,1,0,15.3,NA,0,NA,NA,NA,575
3535,1996,1,0,8,NA,0,NA,NA,NA,575
3537,1996,1,0,NA,NA,0,NA,NA,NA,575
3538,1996,1,1,NA,20.2,0,NA,NA,NA,575
3539,1996,1,0,NA,NA,0,NA,NA,NA,575
3540,1996,1,1,9.9,NA,0,NA,NA,NA,575
3547,1996,1,0,7,NA,0,NA,NA,NA,575
3548,1996,1,1,14.2,19,0,NA,NA,NA,575
3552,1996,1,1,14.3,NA,0,NA,NA,NA,575
3559,1996,1,1,10.6,16.6,0,NA,NA,NA,575
3563,1996,1,1,12.5,15.6,0,NA,NA,NA,575
3564,1996,1,1,7.6,12.5,0,NA,NA,NA,575
3567,1996,1,1,14.2,16.9,0,NA,NA,NA,575
3569,1996,1,1,11.9,NA,0,NA,NA,NA,575
3571,1996,1,1,14.9,NA,0,NA,NA,NA,575
3577,1996,1,1,13.6,17.4,1,NA,NA,NA,575
3580,1996,1,0,9.2,NA,0,NA,NA,NA,575
3583,1996,1,1,13.7,NA,0,NA,NA,NA,575
3589,1996,1,1,13.8,17.8,0,NA,NA,NA,575
3592,1996,1,1,13.5,NA,0,NA,NA,NA,575
3595,1996,1,0,NA,NA,0,NA,NA,NA,575
3596,1996,1,1,NA,NA,0,NA,NA,NA,575
3606,1996,1,NA,NA,16.2,0,NA,NA,NA,575
3607,1996,1,NA,NA,15.9,0,NA,NA,NA,575
3609,1996,1,NA,NA,16.8,0,NA,NA,NA,575
4322,1996,1,NA,NA,NA,0,NA,NA,NA,575
